sample_index,file_name,mapped_label,raw_label,repetition,official_split
283,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_15_04.npy,14,15,4,train
284,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_15_05.npy,14,15,5,train
285,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_15_06.npy,14,15,6,train
286,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_15_07.npy,14,15,7,train
287,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_15_08.npy,14,15,8,train
288,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_15_09.npy,14,15,9,train
289,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_15_10.npy,14,15,10,train
290,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_15_11.npy,14,15,11,train
291,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_15_12.npy,14,15,12,train
292,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_15_13.npy,14,15,13,validation
293,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_15_14.npy,14,15,14,validation
294,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_15_15.npy,14,15,15,validation
295,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_15_16.npy,14,15,16,validation
296,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_15_17.npy,14,15,17,test
297,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_15_18.npy,14,15,18,test
298,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_15_19.npy,14,15,19,test
299,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_15_20.npy,14,15,20,test
300,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_16_01.npy,15,16,1,train
301,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_16_02.npy,15,16,2,train
302,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_16_03.npy,15,16,3,train
303,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_16_04.npy,15,16,4,train
304,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_16_05.npy,15,16,5,train
305,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_16_06.npy,15,16,6,train
306,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_16_07.npy,15,16,7,train
307,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_16_08.npy,15,16,8,train
308,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_16_09.npy,15,16,9,train
309,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_16_10.npy,15,16,10,train
310,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_16_11.npy,15,16,11,train
311,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_16_12.npy,15,16,12,train
312,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_16_13.npy,15,16,13,validation
313,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_16_14.npy,15,16,14,validation
314,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_16_15.npy,15,16,15,validation
315,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_16_16.npy,15,16,16,validation
316,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_16_17.npy,15,16,17,test
317,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_16_18.npy,15,16,18,test
318,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_16_19.npy,15,16,19,test
319,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_16_20.npy,15,16,20,test
320,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_17_01.npy,16,17,1,train
321,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_17_02.npy,16,17,2,train
322,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_17_03.npy,16,17,3,train
323,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_17_04.npy,16,17,4,train
324,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_17_05.npy,16,17,5,train
325,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_17_06.npy,16,17,6,train
326,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_17_07.npy,16,17,7,train
327,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_17_08.npy,16,17,8,train
328,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_17_09.npy,16,17,9,train
329,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_17_10.npy,16,17,10,train
330,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_17_11.npy,16,17,11,train
331,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_17_12.npy,16,17,12,train
332,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_17_13.npy,16,17,13,validation
333,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_17_14.npy,16,17,14,validation
334,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_17_15.npy,16,17,15,validation
335,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_17_16.npy,16,17,16,validation
336,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_17_17.npy,16,17,17,test
337,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_17_18.npy,16,17,18,test
338,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_17_19.npy,16,17,19,test
339,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_17_20.npy,16,17,20,test
340,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_18_01.npy,17,18,1,train
341,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_18_02.npy,17,18,2,train
342,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_18_03.npy,17,18,3,train
343,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_18_04.npy,17,18,4,train
344,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_18_05.npy,17,18,5,train
345,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_18_06.npy,17,18,6,train
346,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_18_07.npy,17,18,7,train
347,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_18_08.npy,17,18,8,train
348,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_18_09.npy,17,18,9,train
349,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_18_10.npy,17,18,10,train
350,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_18_11.npy,17,18,11,train
351,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_18_12.npy,17,18,12,train
352,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_18_13.npy,17,18,13,validation
353,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_18_14.npy,17,18,14,validation
354,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_18_15.npy,17,18,15,validation
355,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_18_16.npy,17,18,16,validation
356,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_18_17.npy,17,18,17,test
357,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_18_18.npy,17,18,18,test
358,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_18_19.npy,17,18,19,test
359,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_18_20.npy,17,18,20,test
360,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_19_01.npy,18,19,1,train
361,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_19_02.npy,18,19,2,train
362,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_19_03.npy,18,19,3,train
363,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_19_04.npy,18,19,4,train
364,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_19_05.npy,18,19,5,train
365,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_19_06.npy,18,19,6,train
366,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_19_07.npy,18,19,7,train
367,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_19_08.npy,18,19,8,train
368,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_19_09.npy,18,19,9,train
369,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_19_10.npy,18,19,10,train
370,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_19_11.npy,18,19,11,train
371,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_19_12.npy,18,19,12,train
372,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_19_13.npy,18,19,13,validation
373,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_19_14.npy,18,19,14,validation
374,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_19_15.npy,18,19,15,validation
375,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_19_16.npy,18,19,16,validation
376,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_19_17.npy,18,19,17,test
377,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_19_18.npy,18,19,18,test
378,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_19_19.npy,18,19,19,test
379,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_19_20.npy,18,19,20,test
380,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_20_01.npy,19,20,1,train
381,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_20_02.npy,19,20,2,train
382,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_20_03.npy,19,20,3,train
383,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_20_04.npy,19,20,4,train
384,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_20_05.npy,19,20,5,train
385,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_20_06.npy,19,20,6,train
386,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_20_07.npy,19,20,7,train
387,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_20_08.npy,19,20,8,train
388,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_20_09.npy,19,20,9,train
389,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_20_10.npy,19,20,10,train
390,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_20_11.npy,19,20,11,train
391,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_20_12.npy,19,20,12,train
392,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_20_13.npy,19,20,13,validation
393,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_20_14.npy,19,20,14,validation
394,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_20_15.npy,19,20,15,validation
395,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_20_16.npy,19,20,16,validation
396,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_20_17.npy,19,20,17,test
397,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_20_18.npy,19,20,18,test
398,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_20_19.npy,19,20,19,test
399,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_20_20.npy,19,20,20,test
400,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_21_01.npy,20,21,1,train
401,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_21_02.npy,20,21,2,train
402,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_21_03.npy,20,21,3,train
403,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_21_04.npy,20,21,4,train
404,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_21_05.npy,20,21,5,train
405,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_21_06.npy,20,21,6,train
406,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_21_07.npy,20,21,7,train
407,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_21_08.npy,20,21,8,train
408,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_21_09.npy,20,21,9,train
409,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_21_10.npy,20,21,10,train
410,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_21_11.npy,20,21,11,train
411,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_21_12.npy,20,21,12,train
412,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_21_13.npy,20,21,13,validation
413,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_21_14.npy,20,21,14,validation
414,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_21_15.npy,20,21,15,validation
415,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_21_16.npy,20,21,16,validation
416,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_21_17.npy,20,21,17,test
417,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_21_18.npy,20,21,18,test
418,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_21_19.npy,20,21,19,test
419,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_21_20.npy,20,21,20,test
420,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_22_01.npy,21,22,1,train
421,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_22_02.npy,21,22,2,train
422,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_22_03.npy,21,22,3,train
423,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_22_04.npy,21,22,4,train
424,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_22_05.npy,21,22,5,train
425,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_22_06.npy,21,22,6,train
426,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_22_07.npy,21,22,7,train
427,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_22_08.npy,21,22,8,train
428,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_22_09.npy,21,22,9,train
429,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_22_10.npy,21,22,10,train
430,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_22_11.npy,21,22,11,train
431,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_22_12.npy,21,22,12,train
432,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_22_13.npy,21,22,13,validation
433,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_22_14.npy,21,22,14,validation
434,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_22_15.npy,21,22,15,validation
435,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_22_16.npy,21,22,16,validation
436,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_22_17.npy,21,22,17,test
437,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_22_18.npy,21,22,18,test
438,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_22_19.npy,21,22,19,test
439,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_22_20.npy,21,22,20,test
440,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_23_01.npy,22,23,1,train
441,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_23_02.npy,22,23,2,train
442,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_23_03.npy,22,23,3,train
443,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_23_04.npy,22,23,4,train
444,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_23_05.npy,22,23,5,train
445,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_23_06.npy,22,23,6,train
446,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_23_07.npy,22,23,7,train
447,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_23_08.npy,22,23,8,train
448,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_23_09.npy,22,23,9,train
449,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_23_10.npy,22,23,10,train
450,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_23_11.npy,22,23,11,train
451,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_23_12.npy,22,23,12,train
452,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_23_13.npy,22,23,13,validation
453,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_23_14.npy,22,23,14,validation
454,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_23_15.npy,22,23,15,validation
455,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_23_16.npy,22,23,16,validation
456,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_23_17.npy,22,23,17,test
457,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_23_18.npy,22,23,18,test
458,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_23_19.npy,22,23,19,test
459,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_23_20.npy,22,23,20,test
460,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_24_01.npy,23,24,1,train
461,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_24_02.npy,23,24,2,train
462,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_24_03.npy,23,24,3,train
463,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_24_04.npy,23,24,4,train
464,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_24_05.npy,23,24,5,train
465,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_24_06.npy,23,24,6,train
466,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_24_07.npy,23,24,7,train
467,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_24_08.npy,23,24,8,train
468,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_24_09.npy,23,24,9,train
469,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_24_10.npy,23,24,10,train
470,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_24_11.npy,23,24,11,train
471,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_24_12.npy,23,24,12,train
472,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_24_13.npy,23,24,13,validation
473,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_24_14.npy,23,24,14,validation
474,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_24_15.npy,23,24,15,validation
475,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_24_16.npy,23,24,16,validation
476,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_24_17.npy,23,24,17,test
477,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_24_18.npy,23,24,18,test
478,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_24_19.npy,23,24,19,test
479,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_24_20.npy,23,24,20,test
480,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_25_01.npy,24,25,1,train
481,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_25_02.npy,24,25,2,train
482,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_25_03.npy,24,25,3,train
483,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_25_04.npy,24,25,4,train
484,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_25_05.npy,24,25,5,train
485,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_25_06.npy,24,25,6,train
486,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_25_07.npy,24,25,7,train
487,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_25_08.npy,24,25,8,train
488,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_25_09.npy,24,25,9,train
489,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_25_10.npy,24,25,10,train
490,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_25_11.npy,24,25,11,train
491,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_25_12.npy,24,25,12,train
492,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_25_13.npy,24,25,13,validation
493,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_25_14.npy,24,25,14,validation
494,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_25_15.npy,24,25,15,validation
495,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_25_16.npy,24,25,16,validation
496,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_25_17.npy,24,25,17,test
497,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_25_18.npy,24,25,18,test
498,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_25_19.npy,24,25,19,test
499,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_25_20.npy,24,25,20,test
500,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_26_01.npy,25,26,1,train
501,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_26_02.npy,25,26,2,train
502,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_26_03.npy,25,26,3,train
503,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_26_04.npy,25,26,4,train
504,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_26_05.npy,25,26,5,train
505,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_26_06.npy,25,26,6,train
506,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_26_07.npy,25,26,7,train
507,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_26_08.npy,25,26,8,train
508,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_26_09.npy,25,26,9,train
509,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_26_10.npy,25,26,10,train
510,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_26_11.npy,25,26,11,train
511,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_26_12.npy,25,26,12,train
512,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_26_13.npy,25,26,13,validation
513,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_26_14.npy,25,26,14,validation
514,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_26_15.npy,25,26,15,validation
515,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_26_16.npy,25,26,16,validation
516,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_26_17.npy,25,26,17,test
517,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_26_18.npy,25,26,18,test
518,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_26_19.npy,25,26,19,test
519,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_26_20.npy,25,26,20,test
520,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_27_01.npy,26,27,1,train
521,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_27_02.npy,26,27,2,train
522,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_27_03.npy,26,27,3,train
523,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_27_04.npy,26,27,4,train
524,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_27_05.npy,26,27,5,train
525,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_27_06.npy,26,27,6,train
526,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_27_07.npy,26,27,7,train
527,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_27_08.npy,26,27,8,train
528,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_27_09.npy,26,27,9,train
529,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_27_10.npy,26,27,10,train
530,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_27_11.npy,26,27,11,train
531,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_27_12.npy,26,27,12,train
532,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_27_13.npy,26,27,13,validation
533,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_27_14.npy,26,27,14,validation
534,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_27_15.npy,26,27,15,validation
535,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_27_16.npy,26,27,16,validation
536,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_27_17.npy,26,27,17,test
537,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_27_18.npy,26,27,18,test
538,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_27_19.npy,26,27,19,test
539,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_27_20.npy,26,27,20,test
540,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_28_01.npy,27,28,1,train
541,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_28_02.npy,27,28,2,train
542,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_28_03.npy,27,28,3,train
543,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_28_04.npy,27,28,4,train
544,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_28_05.npy,27,28,5,train
545,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_28_06.npy,27,28,6,train
546,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_28_07.npy,27,28,7,train
547,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_28_08.npy,27,28,8,train
548,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_28_09.npy,27,28,9,train
549,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_28_10.npy,27,28,10,train
550,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_28_11.npy,27,28,11,train
551,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_28_12.npy,27,28,12,train
552,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_28_13.npy,27,28,13,validation
553,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_28_14.npy,27,28,14,validation
554,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_28_15.npy,27,28,15,validation
555,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_28_16.npy,27,28,16,validation
556,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_28_17.npy,27,28,17,test
557,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_28_18.npy,27,28,18,test
558,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_28_19.npy,27,28,19,test
559,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_28_20.npy,27,28,20,test
560,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_29_01.npy,28,29,1,train
561,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_29_02.npy,28,29,2,train
562,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_29_03.npy,28,29,3,train
563,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_29_04.npy,28,29,4,train
564,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_29_05.npy,28,29,5,train
565,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_29_06.npy,28,29,6,train
566,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/01_29_07.npy,28,29,7,train
